Mouse gene name	Gene name
Catspere2	CATSPERE
Acrbp	ACRBP
	INHBA-AS1
Sh3tc2	SH3TC2
	HMGN2P30
	
	PRSS3P1
	WBP1LP1
	TRBD1
	TRBJ1-1
	
	TRBJ1-2
Galp	GALP
	TRBJ1-3
	TRBJ1-4
	SLC16A14P1
	TRBJ1-5
	TRBJ1-6
	
	
Trbc2	TRBC1
Trbc1	TRBC1
	TAGLN2P1
	TRBJ2-1
	RNU7-84P
Abra	ABRA
	TRBJ2-2
	TRBJ2-2P
	TRBJ2-3
	TRBJ2-4
	TRBJ2-5
Fzd3	FZD3
	TRBJ2-6
	U3
	
	TRBJ2-7
Zscan5b	ZSCAN5B
	PLAAT4
	
Trbc2	TRBC2
Trbc1	TRBC2
Trbv31	TRBV30
Kif23	KIF23
Ephb6	EPHB6
	SNRPGP15
Tecr	TECR
Glis3	GLIS3
	PLAAT2
	
	RN7SL645P
	
Ccdc113	CCDC113
Atl3	ATL3
	MIR4288
	RNA5SP259
Extl3	EXTL3
	IMMP1LP1
	
Rtn3	RTN3
Prss54	PRSS54
	KCNIP2-AS1
Kcnip2	KCNIP2
Ing4	ING4
	TFDP1P1
Prdx6	PRDX6
Prdx6b	PRDX6
Dctpp1	DCTPP1
	EXTL3-AS1
Ggps1	GGPS1
Ints9	INTS9
Zfp169	ZNF169
	NPIPA7
	
	
Trpv6	TRPV6
Snord66	SNORD66
	
	
Fam131a	FAM131A
	
Cryga	CRYGA
Abcc1	ABCC1
	VDAC1P11
Nutm2	NUTM2F
	MTND4LP14
	
	LINC01827
	CRLF3P1
	
2700081O15Rik	C11orf95
	RN7SL596P
Spindoc	SPINDOC
Edaradd	EDARADD
	
	LINC02159
Cbln1	CBLN1
	
	
	PTMAP12
Tlcd2	TLCD2
Gabra6	GABRA6
Mfsd14b	MFSD14B
Cps1	CPS1
	MIR22HG
	ATP5MGP1
	
	
	
	SRP14P2
	
Saal1	SAAL1
	
	YRDCP1
	
	
	FMO7P
	
	
	
	
	GLRXP3
	
	
	
	RNU6-669P
Fmo2	FMO2
	PCAT7
	
Zfp474	ZNF474
Trpv5	TRPV5
	MIR639
Fbp2	FBP2
Ndufb7	NDUFB7
1700034E13Rik	
Clcn2	CLCN2
	RN7SL337P
	RN7SL842P
Megf8	MEGF8
Mir22	MIR22
Fbp1	FBP1
	ZNF474-AS1
Serpinf2	SERPINF2
	
	
	
	
	MGC32805
Sncaip	SNCAIP
	
4933402J07Rik	C16orf78
	
	RPL35AP6
	LINC01655
Brinp3	BRINP3
	
	
	LINC02179
Zfp423	ZNF423
Kel	KEL
Megf9	MEGF9
	ATP5MC2P1
	
Csrp1	CSRP1
	INTS9-AS1
	
	Metazoa_SRP
	AHCYP2
Ikbkb	IKBKB
	PTMS
Fbxw2	FBXW2
Serpinf1	SERPINF1
Gle1	GLE1
	PRANCR
	HIGD1AP5
	
	SAA3P
	
	
	
	
Sdr9c7	SDR9C7
	
	MRGPRX12P
Mrgpra4	MRGPRX4
Mrgpra1	MRGPRX4
Mrgprb4	MRGPRX4
Mrgpra9	MRGPRX4
Mrgpra3	MRGPRX4
Mrgprb1	MRGPRX4
Mrgprb8	MRGPRX4
Mrgprb3	MRGPRX4
Mrgprx1	MRGPRX4
Mrgpra2a	MRGPRX4
Mrgprx2	MRGPRX4
Mrgprb5	MRGPRX4
Mrgpra2b	MRGPRX4
Mrgprb2	MRGPRX4
Mrgpra6	MRGPRX4
	GLTPP1
	MRGPRX13P
	
	SLC25A51P4
	ADAM3B
	
	MRPS21P7
	
	
Gpr182	GPR182
	MRPS21P8
	OR9P1P
	OR6W1P
	
	
Ap4s1	AP4S1
Pip	PIP
	
Saa4	SAA4
	RPL34P29
	NCOA5LP
Zbtb39	ZBTB39
Adcy7	ADCY7
Tac2	TAC3
Saa4	SAA2-SAA4
Llcfc1	LLCFC1
	LYPLA1P1
Iqub	IQUB
	SAA2
Smyd4	SMYD4
Kndc1	KNDC1
	MIR8077
Cnfn	CNFN
Lmx1a	LMX1A
	LIPE-AS1
Lipe	LIPE
Rpa1	RPA1
	
	LINC02329
	LINC00911
Adcy10	ADCY10
	
	
Flrt2	FLRT2
	
Cxcl17	CXCL17
	RNA5SP333
	ST13P5
	SAA1
Gm25289	RNU4-60P
Gm25102	RNU4-60P
	
	
	MIR7843
	
Ceacam10	CEACAM1
Ceacam2	CEACAM1
Ceacam1	CEACAM1
	
	
Gm23058	RNU6-296P
	Y_RNA
	
	MAPK6-DT
	
Ndufa5	NDUFA5
	
Wdr25	WDR25
	
	
	
Polr2h	POLR2H
	
	
	Y_RNA
	CERNA1
Myo5c	MYO5C
Fgf8	FGF8
	
	ZNF286B
	RNFT1P3
	RNA5SP334
	OR7E5P
	OR5F1
	HNRNPA1P19
	OLA1P2
Mdfi	MDFI
	OR5F2P
	SCDP1
	OR5AQ1P
	
	OR5J1P
	
	ABHD17AP6
	OR5BE1P
	OR8I4P
	
	OR5BN2P
	RNU6-1178P
	RNASEH1P1
	
Olfr1098	OR8H3
Olfr1096	OR8H3
Olfr1099	OR8H3
Olfr1097	OR8H3
Olfr1100	OR8H3
	SPECC1P2
Papola	PAPOLA
	OR5BN1P
	
	OR8K4P
	LINC01152
Olfr1053	OR8K5
Olfr1008	OR8K5
Olfr1049	OR8K5
Olfr1051	OR8K5
	
	OR5J7P
Slc4a9	SLC4A9
Olfr1052	OR5J2
	LINC02097
	OR8V1P
	OR4V1P
	OR4P1P
	
Sox9	SOX9
	OR5D2P
Olfr1175	OR5D3P
Olfr1174	OR5D3P
	VN2R9P
	
Crisp1	CRISP3
Crisp3	CRISP3
	LINC02003
	
	OR9L1P
	OR9I3P
	OR9I2P
	ROCR
	NPM1P40
	OR5BL1P
Olfr1494	OR10Q1
Olfr1491	OR10Q1
Olfr1495	OR10Q1
	
	
	
	OR9G3P
Gfra1	GFRA1
Slc19a2	SLC19A2
Olfr1015	OR9G4
Olfr1006	OR9G4
Chrd	CHRD
	
	MIR6128
	
	OR9G2P
	OR5G1P
	OR5G4P
	OR5G5P
Asb15	ASB15
	SOX9-AS1
Myo1a	MYO1A
Olfr998	OR5G3
Olfr1001-ps1	OR5G3
Olfr996	OR5G3
Olfr1000	OR5G3
	
	OR8J2
Olfr1093	OR5T3
Olfr1102	OR5T3
Olfr1094	OR5T3
	OR8I1P
	FAM8A2P
	OR8K2P
	RPL5P29
	OR5BB1P
Zfp648	ZNF648
	OR4D8P
Olfr1423	OR4D11
	OR4D7P
	OR5B1P
	OR5B15P
Sele	SELE
	
Olfr1445	OR5B12
Olfr1448	OR5B12
	MT1P1
	
	
	OR2AH1P
	
	TMEM230P2
Mthfd1l	MTHFD1L
	MIR6771
Olfr52	OR8U1
Tent4b	TENT4B
Ptch1	PTCH1
	OR8L1P
	OR5AL2P
Olfr1042	OR5AL1
Olfr1039	OR5AL1
Olfr1040	OR5AL1
Olfr1038-ps	OR8U3
	ASB15-AS1
	OR5M4P
Olfr1034	
Olfr1036	
Olfr1034	OR5M9
Olfr1036	OR5M9
	OR5M2P
Lmod2	LMOD2
	
	OR5M7P
	
	
Wasl	WASL
	
	MAPT-AS1
	OR5M6P
	OR5M5P
Olfr624	OR51V1
Olfr620	OR51V1
Lmntd2	LMNTD2
	MIR1266
	EEF1B2P1
Sppl2c	SPPL2C
	MAPT-IT1
Arpp19	ARPP19
	RNU1-19P
Mmrn2	MMRN2
	
	Metazoa_SRP
	STH
	
	KANSL1-AS1
	Y_RNA
	MIR6165
	WASL-DT
	
	RNU6-11P
	HYAL6P
	CEACAMP2
Hyal4	HYAL4
Ceacam10	CEACAM8
Ceacam2	CEACAM8
Ceacam1	CEACAM8
Tdpoz2	SPOP
Tdpoz3	SPOP
Tdpoz7	SPOP
Gm5773	SPOP
Tdpoz4	SPOP
Tdpoz6	SPOP
Tdpoz5	SPOP
Tdpoz9	SPOP
Tdpoz8	SPOP
Spopfm1	SPOP
Tdpoz9-ps1	SPOP
Tdpoz1	SPOP
Spopfm3	SPOP
Spopfm2	SPOP
Spop	SPOP
Cdh5	CDH5
	
Sncg	SNCG
	CEACAMP1
	LMNTD2-AS1
Pcolce	PCOLCE
Dnajb1	DNAJB1
Rassf7	RASSF7
Gpatch2	GPATCH2
	ADIRF-AS1
	ADIRF
Mospd3	MOSPD3
	
	
	
	ZFPM2-AS1
	
Camsap3	CAMSAP3
Smyd2	SMYD2
	
	
	
	BMS1P3
	
	
Mrps18a	MRPS18A
	RPSAP55
	
	
	EEF1A1P22
	RPL12P24
	
	Y_RNA
	AGAP11
Myo5a	MYO5A
	
Oxr1	OXR1
Fam25c	FAM25A
	
Gm26101	RNU6-529P
	MIR210HG
Shld2	SHLD2
Kcnq5	KCNQ5
	MIR210
Phrf1	PHRF1
Nemp1	NEMP1
	
	RN7SL733P
Tfr2	TFR2
	
Rab18	RAB18
	RNU4-14P
	MIR6792
Xab2	XAB2
Ankhd1	ANKHD1
Maskbp3	ANKHD1
Numb	NUMB
Nab2	NAB2
Selenos	SELENOS
	LINC02054
	LINC00920
	
	LINC01839
	Y_RNA
Bean1	BEAN1
Dlec1	DLEC1
Stat6	STAT6
Pet100	PET100
	
	
	
	Y_RNA
	
Cklf	CKLF
Fcrls	FCRL4
	
Pcp2	PCP2
	
Snrpa1	SNRPA1
Stxbp2	STXBP2
	
Sell	SELL
Cmtm1	CKLF-CMTM1
Gm45711	CKLF-CMTM1
Actl6b	ACTL6B
	
Cmtm2a	CMTM2
Cmtm2b	CMTM2
Adgra1	ADGRA1
	PBX1-AS1
Fbxo9	FBXO9
Gnb2	GNB2
	CYCSP5
	NUCKS1P1
	
	
Dpt	DPT
Cmtm3	CMTM3
Gpam	GPAM
	MTCO1P38
	LINC01760
	LRRC52-AS1
	
	C4BPAP1
	
	
	
	
	PPP2R2DP1
	Y_RNA
Acaa1b	ACAA1
Acaa1a	ACAA1
Capn8	CAPN8
Atp6v1g2	ATP6V1G2
	
	
	PCSK6-AS1
Kbtbd13	KBTBD13
	
	
Chsy1	CHSY1
Mpig6b	MPIG6B
Irf7	IRF7
	
	
	
	SNRPCP18
	
	LINC02348
Tectb	TECTB
Tm2d3	TM2D3
Ankhd1	ANKHD1-EIF4EBP3
Maskbp3	ANKHD1-EIF4EBP3
Rhou	RHOU
	MIR6715B
	MIR6715A
	GUCY2GP
	
Tor3a	TOR3A
Cmtm4	CMTM4
	
	
Adipor1	ADIPOR1
Zeb1	ZEB1
Ubap1	UBAP1
	
	
	HMGB1P46
	
	
	
	
Angpt1	ANGPT1
Snord45c	
	RNU6-807P
Eif4ebp3	EIF4EBP3
Tarsl2	TARS3
Cln3	CLN3
	
	MIR6831
	
Churc1	CHURC1
	HAUS1P1
	
Cd14	CD14
Cdhr5	CDHR5
Pop7	POP7
	FCRL3
Slc35b1	SLC35B1
Epo	EPO
Ndufa2	NDUFA2
Tfap2a	TFAP2A
	RPL35AP2
	
Gemin2	GEMIN2
	RNA5SP282
Zan	ZAN
	
	RNU2-50P
	SERPINH1P1
Nudt2	NUDT2
Ik	IK
	RPS27AP19
Retn	RETN
Myorg	MYORG
1110017D15Rik	C9orf24
	
	
Mcemp1	MCEMP1
Gpc1	GPC1
	Y_RNA
Kif24	KIF24
	
	
Pcsk6	PCSK6
Zkscan16	ZNF483
Ptp4a3	PTP4A3
	
Trappc5	TRAPPC5
Fcer2a	FCER2
	ARL6IP1P2
	RNU6-811P
	
Tfg	TFG
	LINC00993
	RN7SL314P
Y_RNA	Y_RNA
	TMEM161BP1
Dpf3	DPF3
Ptgr1	PTGR1
	VN1R53P
Mroh5	MROH5
	KCNH7-AS1
	SIGLEC30P
	RPS3AP10
Tubgcp2	TUBGCP2
	
Rnf2	RNF2
	
	
Fam117a	FAM117A
	
	MAPK10-AS1
Itm2c	ITM2C
7SK	RN7SKP96
	MIR4452
	
Gabra2	GABRA2
Clic5	CLIC5
	LINC01696
	LINC01688
	
Gm6569	
Sdr16c5	SDR16C5
Sct	SCT
	RPL21P129
	CLEC4GP1
Drd4	DRD4
	EXOSC3P2
Ccne2	CCNE2
Evi5l	EVI5L
Kdm5b	KDM5B
Ap2a2	AP2A2
Olfr729	OR4K5
	OR11H12
Ptgr2	PTGR2
Zdhhc6	ZDHHC6
Kat7	KAT7
	PSMB3P2
	RPL7L1P10
Ephb4	EPHB4
	
	
	MIR3655
Dnd1	DND1
	
	LRRC37A5P
Tlk1	TLK1
	DNAJC25
Prr36	PRR36
Hars2	HARS2
	
	LYPLA2P2
Olfr738	OR11G2
	5S_rRNA
Kif26a	KIF26A
Lrrc8e	LRRC8E
Gm20503	DNAJC25-GNG10
Gng10	GNG10
	
	LINC02547
Phactr1	PHACTR1
	
	
Parva	PARVA
Olfr1303	OR4F21
Nkx2-6	NKX2-6
Msc	MSC
	
Map2k7	MAP2K7
Gm49320	MAP2K7
Tdrp	TDRP
	
	RNU6-1013P
Ugcg	UGCG
Lrp12	LRP12
Lrrc20	LRRC20
Ctbp1	CTBP1
Pabpn1	PABPN1
Gcnt2	GCNT2
Tmem65	TMEM65
	MIR4668
Shoc1	SHOC1
	
	
Olfr1192-ps1	OR4P4
	
	RBM12B-AS1
	CEP57L1P1
	OR4A11P
	
Eif4ebp2	EIF4EBP2
	
	OR4A12P
	MAFA-AS1
Olfr1234	OR4A15
Mafa	MAFA
	OR4A9P
	OR4X7P
Nodal	NODAL
	OR4A10P
Zc3h3	ZC3H3
	OR4A17P
	OR4A13P
	OR4A50P
	
	YY1P1
	
	
Olfr480	OR5P3
Olfr508	OR5P3
Ebf3	EBF3
	OR5E1P
	RNU6-943P
Nlrp10	NLRP10
	RN7SL750P
Prkch	PRKCH
Slc12a9	SLC12A9
Olfr981	OR10G6
	
	
	OR10G5P
Snapc2	SNAPC2
Olfr978	OR10G9
Olfr979	OR10G9
Olfr980	OR10G9
	
	OR10D5P
	
	RN7SKP175
Mir130a	MIR130A
Ttc9c	TTC9C
Gsdmd	GSDMD
Ctxn1	CTXN1
Zbtb3	ZBTB3
	
Hdac7	HDAC7
Timm44	TIMM44
Polr2g	POLR2G
Ripk1	RIPK1
9430038I01Rik	C10orf143
	
	CTAGE7P
	PPIAP32
Glrx3	GLRX3
	Y_RNA
	GPRACR
Ncs1	NCS1
	SRP14P3
	GFOD1-AS1
	
	RPS4XP7
	RN7SKP204
	
Tac4	TAC4
Nol7	NOL7
Paics	PAICS
	
	
	
Ranbp9	RANBP9
	
Taf6l	TAF6L
	CEP19P1
Crygb	CRYGB
	RN7SL665P
Ass1	ASS1
	
	
	Y_RNA
	
Prpf18	PRPF18
	OR7E89P
	LINC01963
	
	
	
	
	
	TERF1P6
Sppl2b	SPPL2B
Wnt6	WNT6
	
	
Olfr1508	OR4E1
Olfr1507	OR4E1
	MIR3692
Sdr39u1	SDR39U1
Snx9	SNX9
Klf7	KLF7
	SLC12A9-AS1
	
Trip6	TRIP6
Tmem223	TMEM223
	
	
	
	RNU6-1313P
Mroh6	MROH6
Dlx4	DLX4
	
Tmem179b	TMEM179B
	
Gm24686	RNU6-1227P
Wdr48	WDR48
Dlx3	DLX3
	MIR6748
Nxf1	NXF1
Zmat2	ZMAT2
	
	
	
	
	
	
	SNX9-AS1
	RPL6P24
Gm973	KIAA2012
	PICART1
	HSPE1P26
Prpf18	
Gm23013	RNU6-786P
Rab27a	RAB27A
	CLDN22
Dthd1	DTHD1
Synj2	SYNJ2
	
Cep131	CEP131
Vault	VTRNA1-1
Vault	VTRNA1-1
	VTRNA1-2
	VTRNA1-3
	
	
	
Hmcn2	HMCN2
	
Pcdha1	PCDHA1
Naprt	NAPRT
	RPL7P61
	
	
	
Ngb	NGB
	CDK8P2
	MIR6875
Mterf4	MTERF4
	OR11H2
Srrt	SRRT
	
	
	RNA5SP301
Bend7	BEND7
Mdga2	MDGA2
	LRRC2-AS1
Tdgf1	TDGF1
	
	
Tlr2	TLR2
	ZNF493
Pcdha2	PCDHA2
Pcdha3	PCDHA3
Smarcad1	SMARCAD1
	
Pcdha4	PCDHA4
Pcdha11	PCDHA4
Gm42416	PCDHA4
	
	
Aopep	AOPEP
Als2cl	ALS2CL
	
	
Gm37388	PCDHA5
Pcdha5	PCDHA5
	LINC00664
Acsl5	ACSL5
	BNIP3P26
Pcdha6	PCDHA6
Cd209b	CD209
Cd209a	CD209
Cd209d	CD209
Cd209c	CD209
Cd209e	CD209
Olfr725	OR4K15
Olfr727	OR4K15
Olfr726	OR4K15
	
Pigbos1	PIGBOS1
	MIR6514
	
	RNU6-118P
	
1700092M07Rik	TEX54
Pigb	PIGB
	RNU2-2P
	SNHG1
Ndrg2	NDRG2
	
	RPS17P8
Gpr55	GPR55
Pcdha7	PCDHA7
Pcdha8	PCDHA7
	
Pcdha6	PCDHA8
	
	CPS1-IT1
	
Pcdha7	PCDHA9
Pcdha8	PCDHA9
	
Pcdha9	PCDHA10
	
	
MIR628	MIR628
	TTN-AS1
Kif12	KIF12
Rsl24d1	RSL24D1
	
	SYNJ2-IT1
	
	MEP1A
	
	
	PCDHA14
	
Eef1d	EEF1D
Pcdha11	PCDHA11
Ttll11	TTLL11
Trpd52l3	TPD52L3
Zfp189	ZNF189
	PCDHA12
Mapk14	MAPK14
St6galnac6	ST6GALNAC6
Mfsd7a	SLC49A3
Rgs5	RGS5
Pank1	PANK1
	
Chp1	CHP1
	
Pcdha12	PCDHA13
	
	FABP5P10
Slc39a10	SLC39A10
Tmie	TMIE
	
	
Prss50	
	
	
	LINC02354
	
Prss50	PRSS50
Ndufaf8	NDUFAF8
Vdr	VDR
	PRSS46P
	MIR107
	
Slc38a10	SLC38A10
Prss45	PRSS45P
	
	
Pex11g	PEX11G
	
	MIR5100
	
	LINC02623
Pcdhac2	PCDHAC2
	
	LINC01264
Ret	RET
	PRSS43P
	
	PRSS44P
	
	PRSS42P
	OIP5-AS1
Adh4	ADH4
	CICP21
	FCRL2
Myl3	MYL3
Tex45	TEX45
	OR1L3
Spata31d1c	SPATA31D4
Spata31d1b	SPATA31D4
Spata31d1d	SPATA31D4
Spata31d1a	SPATA31D4
Pcdhb1	PCDHB1
	
Orm3	ORM1
Orm2	ORM1
Orm1	ORM1
Tlx3	TLX3
Nusap1	
	
	RN7SL339P
	
	RPSAP71
Eef1b2	EEF1B2
Oip5	OIP5
Zfp358	ZNF358
	SNORA70J
	RPL10P8
	
	MIR3912
Fgf18	FGF18
Mcoln1	MCOLN1
Ufsp1	UFSP1
	RN7SL549P
	ZNF658
	RPS29P15
Gigyf1	GIGYF1
Nusap1	NUSAP1
Pth1r	PTH1R
	
	
	
	
Spata17	SPATA17
	LINC00482
	
Spata31d1c	SPATA31D3
Spata31d1b	SPATA31D3
Spata31d1d	SPATA31D3
Spata31d1a	SPATA31D3
Foxi1	FOXI1
	TMEM105
Fam189a2	FAM189A2
	KRT18P41
	LINC01187
	RENO1
	
	
Npnt	NPNT
	C5orf58
	
	
	
Tmem106c	TMEM106C
	LINC01354
	LINC01366
Elf3	ELF3
	
	
Kcnmb1	KCNMB1
	
	
	MIR4740
	MIR3186
	
	LINC01971
	
	
Pnpla6	PNPLA6
Faap100	FAAP100
Polr1b	POLR1B
Cbwd1	CBWD5
Lcp2	LCP2
	CSGALNACT2-DT
Csgalnact2	CSGALNACT2
	
Rasgef1a	RASGEF1A
Spdye4b	SPDYE17
Spdye4a	SPDYE17
	Y_RNA
Fam220a	FAM220A
Fam220a	FAM220A
Gm25487	SNORD22
Gm22680	SNORD30
Snord22	SNORD22
	Y_RNA
Gm24453	SNORD28
	
Gm24452	SNORD27
Gm25894	SNORD26
	TBC1D27P
Gm25855	SNORD25
Klhl35	KLHL35
	
	RPSAP73
Rac1	RAC1
Tnfrsf13b	TNFRSF13B
	
Mapk13	MAPK13
	
	LINC02633
	
	RNU6ATAC11P
	RPL5P26
Ypel4	YPEL4
Col2a1	COL2A1
Col13a1	COL13A1
	
	
	LINC02090
	
	
	
	
Ndufaf1	NDUFAF1
	
	MPRIP-AS1
	
	
	
	
	
Gm23656	RNU6-767P
Daglb	DAGLB
	RN7SL775P
	
Prrx1	PRRX1
Pld6	PLD6
Hars	HARS1
Zdhhc5	ZDHHC5
Flcn	
Flcn	FLCN
Rtf1	RTF1
	
	
	LINC02257
	
	
Nbeal2	NBEAL2
	
	
Brpf3	BRPF3
Ivns1abp	IVNS1ABP
Med19	MED19
	RNU6-1169P
Itpka	ITPKA
	
	ACTG1P24
Cops3	COPS3
Ltk	LTK
Pcsk7	PCSK7
Fam193a	FAM193A
Kdelr2	KDELR2
	
	LYPLAL1-AS1
Gbx2	GBX2
Grid2ip	GRID2IP
	ERLNC1
	
	
	
	GSTM3P2
	SNRPEP10
Cadm3	CADM3
Tfpi	TFPI
	Y_RNA
	MALINC1
Rpap1	RPAP1
	
	
	
Bnip5	BNIP5
	
	
	NRADDP
C8b	C8B
Slc4a2	SLC4A2
Pura	PURA
	MRPL57P3
	ACVR2B-AS1
Acvr2b	ACVR2B
Igip	IGIP
	
Cystm1	CYSTM1
	
	RPL19P4
	ETV7
	AHCTF1P1
Gpr39	GPR39
	
	
	KLF7-IT1
Bok	BOK
	
Rag1	RAG1
	
Pfdn1	PFDN1
Rag2	RAG2
Zdbf2	ZDBF2
	
Astn1	ASTN1
	
	
	
	
Senp1	SENP1
	
Clec4g	CLEC4G
Mrpl48	MRPL48
Hbegf	HBEGF
Exog	EXOG
	
Nt5m	NT5M
	ELOCP2
	LINC01117
	
Tyro3	TYRO3
Srp19	SRP19
Ctla4	CTLA4
Cd209f	CLEC4M
Cd209g	CLEC4M
	RPL13P12
	
	TSEN15P1
	Y_RNA
Med9	MED9
Rasd1	RASD1
Ccdc115	CCDC115
Itgb3	ITGB3
	PTBP1
	ETV7-AS1
	
	
U6	RNU6-906P
	KATNBL1P6
	
	
	
	RNU6-1203P
	
Adgb	ADGB
	MIR6505
	MIR3908
	TMED2-DT
	MXRA7P1
Tmed2	TMED2
	RPL17P14
	SCN1A-AS1
Reep5	REEP5
	RN7SKP243
	MIX23P5
	
Coa4	COA4
Rpl27	RPL27
	Y_RNA
	DDTP1
Ddx55	DDX55
	LINC02352
	RPL18AP7
	
	PAAF1
	LRRFIP1P1
Zfp639	ZNF639
Slc25a12	SLC25A12
Klf13	KLF13
	UBE2CP4
	FMO10P
	
	LINC01698
	
	RPL21P116
	RNU6-415P
	
	DNM3-IT1
	
Rasgrf1	RASGRF1
	LINC01348
	
	XBP1P1
	
	ZRSR2P1
	
Ankrd31	ANKRD31
	KRT18P32
	
	RIMKLBP2
Gpr179	GPR179
Dtl	DTL
Engase	ENGASE
	DCANP1
	
	
	
Mblac2	MBLAC2
	POLR3G
Cmtr1	CMTR1
	
	
Mfn1	MFN1
	SNORA9B
Eif2b1	EIF2B1
Scgb1c1	SCGB1C2
Rpe	RPE
Wrap53	WRAP53
Ccdc167	CCDC167
Trmt1l	TRMT1L
	LINC02520
Lysmd3	LYSMD3
	
	
	MIR4462
	
Anapc4	ANAPC4
Mdga1	MDGA1
Tigd5	TIGD5
Pycrl	PYCR3
	LINC01202
Gabrg2	GABRG2
Gtf2h3	GTF2H3
	LINC02474
Hsd11b1	HSD11B1
Gfus	GFUS
	
	LINC01347
	
	BTF3P9
Otud7a	OTUD7A
Soat1	SOAT1
Sirt5	SIRT5
B4galnt2	B4GALNT2
	
	RNU6-177P
	
	
Ctsh	CTSH
	
	
	CICP14
	
	
	
	IMP3P2
Pnpla1	PNPLA1
	RNA5SP242
	RNA5SP243
Fam71f1	FAM71F1
	
Tmem132e	TMEM132E
	
C1qtnf7	C1QTNF7
	
	SPATA17-AS1
	USH2A-AS2
	
	
	
	
	KIAA1614-AS1
Batf3	BATF3
Gnb4	GNB4
	MIPEPP2
Cnst	CNST
Ifi35	IFI35
	
Zfp623	ZNF623
Cfap299	CFAP299
Calu	CALU
	HLA-DQA2
Tmem67	TMEM67
	MIR3135B
	HLA-DQB2
	FTH1P25
	C4BPAP2
Gucy1a1	GUCY1A1
	
Sox13	SOX13
H2-Ob	HLA-DOB
Trim16	TRIM16
	ARPC3P4
Dnajb13	DNAJB13
	SRP14P4
	
Nid1	NID1
	RPL13A
Tap2	
Tap2	TAP2
	
	
	
	
	
Ucp3	UCP3
Agap1	AGAP1
	
	
	
	
Atp6v0a2	ATP6V0A2
	
	
	MTHFD2P7
	RN7SL81P
Actl6a	ACTL6A
Ccdc136	CCDC136
	PDE4DIPP4
	
	
	
	
Olfr270	OR13D1
	LINC01705
Ppme1	PPME1
Olfr71	OR13J1
Olfr267	OR2K2
Ifna5	IFNA5
Ifna14	IFNA5
Ifna6	IFNA5
Ifna16	IFNA5
Ifna15	IFNA5
Ifna13	IFNA5
Ifna9	IFNA5
Ifna11	IFNA5
Ifna7	IFNA5
Ifna1	IFNA5
Ifna2	IFNA5
Ifna12	IFNA5
Ifna4	IFNA5
Ifnab	IFNA5
Btg2	BTG2
Tusc1	TUSC1
Obp2a	OBP2B
Obp2b	OBP2B
	RPL21P28
	
	ADORA2BP1
	ZNF564
Enah	ENAH
Cbwd1	CBWD6
	
	
	
	PGK1P2
	ZNF490
Psmb8	PSMB8
Zfp791	ZNF791
	
	RPL27P12
	
Dnah10	DNAH10
Tmem11	TMEM11
	RPL10P16
	
	MAN2B1
Crhr1	CRHR1
	RPS4XP6
	RBISP2
	OFD1P17
	RN7SL37P
	
	
	RNU7-75P
	KRT8P33
	HMGB3P17
	PSMB8-AS1
Cep120	CEP120
	FLNC-AS1
Atp6v1f	ATP6V1F
Atp6v1fnb	ATP6V1FNB
	
Psmb9	PSMB9
Irf5	IRF5
Zfp953	ZNF678
Gm49345	ZNF678
Zfp457	ZNF678
Zfp595	ZNF678
Zfp738	ZNF678
Mkrn3	MKRN3
	RNA5SP343
	
	
	
	KIF28P
Kcnj1	KCNJ1
Fgf7	FGF7
Mrps14	MRPS14
	AHCYP5
	
	
	
Mrpl47	MRPL47
Slamf1	SLAMF1
	
	
	PPP1R2P1
	
	POU5F1P2
	HLA-Z
Klf10	KLF10
	
Cgas	CGAS
	TUBBP8
	
	
	
	HMGN2P5
Pold4	POLD4
Gm45928	POLD4
Osbpl6	OSBPL6
	
	NCAPGP2
Ythdc1	YTHDC1
	
	SYNGR2P1
	
	SERF2
Hfe	HFE
	
	
	
	
	ADI1P2
	SLC9C2
Pold4	
Gm45928	
	GASAL1
	
7SK	RN7SKP239
Clcf1	CLCF1
	
Myd88	MYD88
Azin1	AZIN1
	
	RNU6-1238P
Ppp1ca	PPP1CA
	DNAH10OS
	
	
	
	
	
	
	LINC00934
	WDR83
	CIR1P1
	MIR3141
	MIR1303
	Y_RNA
Hspb8	HSPB8
	NOTCH2NLA
Larp1	LARP1
Egr2	EGR2
	UBBP2
	AURKAP1
	
	GLUD1
Smco2	SMCO2
Gucy1b1	GUCY1B1
Lhx9	LHX9
Kbtbd12	KBTBD12
	RARS1P1
Ppfibp1	PPFIBP1
Ccdc32	CCDC32
Cpn2	CPN2
Lrrc15	LRRC15
Gp5	GP5
Atp13a3	ATP13A3
	
	
	MIR205HG
Tbc1d10c	TBC1D10C
	
	WDR83OS
	
	DHPS
	GTF2IP20
Utp25	UTP25
	
	RN7SL306P
	ODCP
	TPI1P2
	
	
	
	CYCSP20
Map2k2	
Ubap1l	UBAP1L
	RN7SL803P
Tspan33	TSPAN33
	
Gm12248	FAXDC2
	
	LINC00884
Carns1	CARNS1
	C9orf153
	
	RNU6-1101P
	RPL23AP93
Sv2b	SV2B
	TMEM44-AS1
	CHCHD2P5
	
Desi2	DESI2
Klf9	KLF9
	IFNW1
Gm22073	RNU2-25P
	RN7SL592P
	
	VLDLR-AS1
	
Lsg1	LSG1
	RNY1P11
Smo	SMO
Slc26a9	SLC26A9
Rab5c	RAB5C
Rps6kb2	RPS6KB2
Pum3	PUM3
